timestamp,heart_rate,spo2,breathing_rate,gsr,temperature,dehydration_index,posture,fall_detected,steps
415,117.3,97.7,31.8,12.80,37.7,5.5,Running,false,407
416,125.7,96.3,31.1,17.63,37.5,5.2,Walking,false,409
417,116.5,94.0,20.4,19.57,38.3,8.0,Running,false,410
418,119.1,98.3,34.2,12.87,38.6,6.0,Walking,false,411
419,136.8,98.0,30.9,13.04,38.0,6.7,Running,false,413
420,116.0,94.7,20.8,12.04,37.9,6.8,Walking,false,413
421,104.7,94.8,33.2,13.10,38.2,5.5,Running,false,414
422,105.2,96.7,21.1,18.93,37.9,5.2,Walking,false,414
423,137.8,95.8,20.3,17.03,37.6,4.7,Running,false,414
424,126.2,99.0,21.6,10.73,38.1,5.1,Running,false,414
425,132.5,98.7,34.4,13.76,38.8,5.9,Walking,false,415
426,122.1,98.2,33.5,16.12,37.7,6.5,Running,false,417
427,125.0,96.5,28.9,18.60,38.8,6.6,Running,false,418
428,136.8,96.9,20.2,13.85,38.4,5.7,Walking,false,420
429,101.2,96.0,29.2,10.34,38.9,7.7,Walking,false,420
430,122.7,97.7,26.4,11.34,38.5,5.5,Running,false,420
431,125.4,95.7,33.4,10.59,37.5,5.2,Running,false,421
432,114.5,95.8,34.4,14.71,38.0,4.6,Walking,false,423
433,149.0,98.1,24.0,10.46,38.5,5.5,Walking,false,424
434,137.6,97.4,29.2,12.25,37.6,5.9,Running,false,424
435,120.2,94.9,31.4,10.30,38.6,5.3,Running,false,424
436,107.1,95.0,30.4,18.78,38.1,5.9,Walking,false,424
437,128.3,94.7,21.1,11.02,38.5,6.2,Running,false,426
438,123.4,97.5,28.2,11.04,37.9,5.1,Walking,false,426
439,137.2,96.5,23.9,18.86,38.2,5.3,Running,false,426
440,129.5,97.3,26.8,17.45,37.9,7.4,Running,false,427
441,123.1,94.1,26.9,12.87,38.0,7.3,Running,false,428
442,146.0,94.1,31.5,14.42,37.5,7.3,Walking,false,430
443,159.9,96.2,33.6,17.27,38.0,4.6,Walking,false,432
444,137.7,97.8,33.3,16.90,38.1,7.3,Walking,false,432
445,109.9,95.7,29.2,13.96,38.1,6.9,Walking,false,433
446,121.3,98.4,24.0,17.69,38.4,4.2,Walking,false,434
447,140.4,95.2,33.2,14.29,38.0,7.3,Running,false,435
448,139.6,98.6,30.9,14.07,38.0,7.2,Running,false,436
449,120.6,95.3,23.3,10.79,38.3,7.3,Running,false,436
450,125.2,97.2,33.3,17.99,38.6,4.6,Lying,true,437
451,103.8,96.8,31.2,17.89,37.6,4.8,Running,false,437
452,112.4,96.9,30.1,14.62,38.6,7.3,Running,false,439
453,137.2,96.5,32.2,16.58,37.7,4.9,Running,false,439
454,115.7,97.1,30.6,12.67,38.8,4.4,Running,false,439
455,128.9,96.8,21.8,19.81,38.2,4.7,Walking,false,441
456,131.3,96.3,21.3,11.34,38.2,7.2,Running,false,441
457,159.3,97.3,21.7,15.19,37.8,5.6,Running,false,443
458,156.6,96.2,20.1,19.08,38.8,4.6,Walking,false,443
459,119.3,95.0,34.2,12.07,38.0,5.9,Walking,false,445
460,124.9,94.7,27.4,14.16,38.6,4.3,Running,false,445
461,115.4,98.7,29.7,17.49,38.1,7.0,Running,false,445
462,129.8,98.4,30.7,18.66,38.3,5.1,Running,false,446
463,158.1,94.6,32.2,10.74,37.6,7.2,Walking,false,447
464,117.9,98.4,31.6,17.94,38.4,4.7,Running,false,449
465,143.5,94.0,26.5,16.78,37.5,7.3,Running,false,449
466,138.8,97.1,29.1,13.03,37.8,5.5,Running,false,449
467,131.9,98.5,26.7,13.22,38.4,8.0,Running,false,449
468,120.9,97.5,32.1,17.47,38.6,5.7,Running,false,451
469,149.1,94.6,26.1,16.14,38.2,6.4,Running,false,452
470,100.1,96.1,26.6,18.44,37.7,7.8,Running,false,452
471,142.7,98.2,23.6,11.69,37.6,7.0,Walking,false,453
472,146.8,95.7,24.9,10.97,38.0,4.2,Running,false,454
473,103.1,97.0,25.3,10.87,37.9,6.6,Walking,false,454
474,147.5,96.5,29.9,10.21,38.9,4.5,Running,false,455
475,132.0,98.0,21.5,16.01,37.6,8.0,Running,false,456
476,122.0,96.9,24.0,14.76,38.1,4.4,Running,false,456
477,136.0,97.2,22.0,11.63,38.4,8.0,Running,false,456
478,121.1,94.9,26.0,15.60,38.8,5.2,Walking,false,457
479,144.8,97.5,20.8,16.66,38.4,6.2,Walking,false,459
480,130.9,94.3,23.7,12.04,38.7,6.4,Running,false,459
481,147.3,97.8,34.4,16.83,38.3,5.1,Walking,false,459
482,140.7,97.4,23.6,17.54,38.3,8.0,Running,false,461
483,110.2,94.3,31.8,12.43,38.2,4.5,Walking,false,463
484,102.0,95.5,21.7,18.15,38.4,5.2,Running,false,463
485,107.3,94.2,26.7,16.14,38.5,7.7,Walking,false,463
486,150.0,95.8,20.7,12.37,37.6,6.3,Running,false,465
487,128.9,98.9,29.0,19.12,38.4,4.5,Running,false,466
488,141.9,98.9,24.4,10.15,38.4,4.5,Walking,false,468
489,117.4,98.0,21.0,12.29,38.5,6.5,Running,false,470
490,142.9,97.2,30.3,10.61,38.1,7.3,Walking,false,470
491,133.6,95.8,22.6,18.66,38.2,4.4,Walking,false,472
492,157.3,94.7,29.3,18.96,38.0,4.3,Running,false,473
493,139.9,97.3,32.9,14.18,38.0,4.8,Walking,false,473
494,125.6,97.5,28.0,12.61,37.8,6.4,Running,false,475
495,102.2,96.3,21.9,17.01,38.6,5.8,Running,false,476
496,154.8,96.6,30.4,13.97,38.3,6.2,Walking,false,476
497,110.6,95.6,20.2,14.63,37.8,4.9,Running,false,478
498,155.5,94.1,22.8,12.75,37.7,7.8,Walking,false,478
499,134.4,95.1,33.2,13.77,38.8,7.2,Walking,false,480
500,130.0,98.5,34.8,16.88,37.9,4.8,Walking,false,481
501,142.3,97.0,25.7,17.29,37.6,4.3,Walking,false,481
502,147.6,96.7,23.0,14.02,38.7,7.9,Running,false,481
503,100.0,95.5,29.8,16.48,37.8,5.3,Walking,false,481
504,108.8,94.8,25.9,19.71,38.5,4.4,Running,false,481
505,121.0,95.4,26.4,16.89,38.4,4.6,Running,false,483
506,155.8,95.8,20.9,10.48,37.8,4.1,Running,false,483
507,108.7,98.9,26.0,10.78,37.5,7.6,Running,false,484
508,114.1,96.9,24.9,19.09,38.7,4.4,Running,false,485
509,130.1,96.9,21.8,19.00,37.8,7.4,Walking,false,487
510,132.8,98.7,29.4,17.76,38.9,5.9,Running,false,489
511,121.0,94.7,23.0,14.56,37.8,7.2,Walking,false,490
512,145.0,96.2,34.4,19.04,38.4,6.8,Walking,false,491
513,127.1,96.7,29.6,11.75,38.9,5.2,Walking,false,492
514,116.6,98.7,24.6,11.12,38.2,4.1,Walking,false,492
515,157.0,98.9,24.8,13.22,37.8,7.6,Running,false,494
516,108.6,97.2,25.4,12.21,37.9,4.4,Running,false,495
517,122.6,95.8,21.1,19.36,38.8,5.8,Running,false,496
518,151.0,98.1,23.2,12.59,39.0,4.0,Walking,false,496
519,121.4,98.4,27.0,11.35,38.3,4.0,Running,false,497
520,156.8,97.3,30.0,10.44,37.9,6.7,Running,false,498
521,117.0,98.5,33.6,16.07,38.9,7.5,Running,false,499
522,117.7,95.1,34.2,12.28,38.1,4.0,Walking,false,501
523,155.8,98.8,29.8,10.40,37.7,6.8,Running,false,503
524,113.4,94.2,34.4,16.30,37.7,6.3,Running,false,504
525,122.5,96.0,30.0,15.74,38.3,6.4,Running,false,505
526,110.2,97.3,24.6,13.90,38.6,6.6,Walking,false,505
527,112.4,96.6,33.8,12.83,39.0,7.3,Walking,false,505
528,112.0,95.1,30.7,18.94,37.6,4.2,Walking,false,507
529,126.2,98.9,32.4,13.53,38.4,6.3,Walking,false,509
530,124.2,95.5,21.8,12.51,38.3,5.6,Running,false,510
531,104.5,95.8,24.7,18.09,37.7,4.2,Running,false,512
532,141.6,96.1,21.3,12.33,38.9,6.2,Walking,false,513
533,140.6,95.4,29.2,11.99,38.1,4.1,Running,false,515
534,114.6,98.4,34.4,15.76,37.7,5.9,Running,false,515
535,111.4,97.9,24.9,15.56,38.4,7.5,Running,false,517
536,102.3,95.4,22.5,18.79,38.6,7.7,Walking,false,518
537,115.9,95.7,24.3,19.15,38.4,6.4,Running,false,519
538,129.2,94.6,27.9,10.04,38.4,8.0,Running,false,521
539,138.7,98.1,21.9,18.26,38.4,4.9,Walking,false,522
540,114.3,95.6,27.3,13.55,38.6,7.8,Running,false,522
541,102.4,96.0,30.8,16.64,38.2,5.9,Walking,false,523
542,119.4,95.5,28.4,19.04,38.7,7.4,Running,false,524
543,158.3,96.1,24.2,10.32,38.7,7.0,Walking,false,526
544,114.4,95.2,30.0,12.63,37.7,6.8,Running,false,527
545,117.0,97.5,27.7,11.63,38.1,7.2,Walking,false,527
546,129.9,94.4,32.1,11.41,38.9,5.2,Walking,false,529
547,108.0,95.7,25.3,14.44,38.1,6.5,Walking,false,530
548,139.2,98.4,27.8,11.99,39.0,4.7,Running,false,531
549,154.9,97.3,26.6,13.22,38.2,4.1,Walking,false,531
550,148.9,98.6,24.3,11.08,38.2,5.0,Walking,false,532
551,151.2,95.9,27.8,12.06,37.6,6.8,Running,false,533
552,149.9,98.8,33.3,16.77,38.0,4.0,Running,false,535
553,129.4,98.7,20.6,13.67,37.7,7.8,Walking,false,536
554,126.4,98.0,23.0,18.08,38.5,6.0,Walking,false,538
555,110.1,98.6,31.1,11.64,38.7,5.8,Walking,false,538
556,148.1,97.4,30.7,12.87,37.7,5.5,Walking,false,538
557,126.6,95.4,27.7,12.16,38.9,7.1,Walking,false,540
558,150.7,98.0,28.0,16.48,38.2,7.9,Running,false,541
559,121.7,98.2,30.3,16.70,37.6,7.1,Running,false,541
560,113.8,96.4,23.1,12.15,37.7,7.1,Walking,false,543
561,121.5,97.0,24.9,16.56,37.6,6.5,Running,false,544
562,113.8,96.2,30.3,13.16,38.0,7.0,Running,false,544
563,134.7,98.4,31.8,12.78,38.5,4.6,Running,false,546
564,119.6,98.3,21.3,16.32,38.0,4.8,Walking,false,546
565,147.6,94.3,28.3,18.77,37.8,7.9,Running,false,546
566,113.2,97.5,20.1,12.29,38.6,4.4,Walking,false,547
567,122.1,96.4,33.2,14.17,38.0,7.4,Running,false,549
568,151.1,97.1,23.8,14.57,38.3,4.3,Walking,false,551
569,136.1,95.6,20.2,14.91,38.9,7.3,Running,false,551
570,140.8,98.4,28.9,16.31,38.6,4.7,Running,false,553
571,137.4,97.1,29.3,13.93,38.7,7.5,Running,false,554
572,129.8,96.6,30.7,19.90,37.7,7.9,Running,false,555
573,113.3,97.6,26.0,17.17,38.6,4.2,Walking,false,556
574,142.1,94.5,31.4,17.76,39.0,7.5,Walking,false,557
575,120.2,98.5,24.9,19.25,37.7,6.1,Running,false,558
576,112.8,95.8,30.0,17.29,37.7,7.7,Walking,false,558
577,128.5,95.6,25.6,17.37,38.4,8.0,Walking,false,560
578,120.4,96.1,32.4,12.54,38.1,4.5,Running,false,560
579,129.0,94.4,34.1,15.46,38.9,6.5,Running,false,560
580,127.5,96.6,31.7,11.22,38.7,7.4,Walking,false,560
581,131.7,94.2,33.0,17.01,38.7,6.0,Running,false,562
582,143.3,96.7,33.4,19.94,38.9,4.6,Running,false,563
583,100.0,97.0,21.2,11.70,38.1,5.0,Walking,false,565
584,103.0,97.2,30.3,18.59,38.6,6.7,Running,false,566
585,135.4,95.5,20.4,11.93,38.4,5.2,Walking,false,568
586,133.7,96.3,20.9,13.50,38.4,7.5,Running,false,568
587,128.0,97.2,30.0,18.14,38.1,6.8,Walking,false,570
588,130.8,98.4,32.3,13.26,37.8,6.7,Running,false,571
589,105.0,96.1,22.5,11.63,38.5,6.6,Running,false,571
590,102.0,98.0,22.7,19.01,37.9,6.9,Running,false,571
591,156.3,97.1,21.4,15.07,38.7,6.7,Running,false,572
592,105.4,96.7,32.9,18.68,37.8,4.1,Running,false,572
593,101.1,96.8,26.2,17.25,38.9,5.9,Running,false,573
594,106.5,95.7,25.9,16.86,38.9,5.4,Walking,false,575
595,139.8,98.7,26.0,15.24,38.9,4.7,Running,false,576
596,125.2,98.3,21.5,12.03,38.4,4.3,Walking,false,577
597,148.3,97.5,27.7,19.95,38.2,4.6,Walking,false,578
598,108.1,94.0,28.1,18.46,37.5,5.9,Walking,false,578
599,152.6,96.2,24.6,15.73,37.5,5.7,Running,false,579
