timestamp,heart_rate,spo2,breathing_rate,gsr,temperature,dehydration_index,posture,fall_detected,steps
414,127.3,95.0,34.7,15.36,38.0,6.1,Walking,false,424
415,146.3,96.7,21.5,11.78,38.9,4.6,Walking,false,425
416,152.4,98.8,28.1,19.37,38.5,5.2,Walking,false,427
417,135.1,94.1,33.9,18.22,38.4,6.5,Walking,false,427
418,148.2,97.8,26.2,19.49,38.3,6.9,Running,false,427
419,142.0,98.7,25.0,10.03,38.6,6.3,Running,false,427
420,139.5,96.1,28.9,12.78,38.0,6.0,Running,false,427
421,147.2,96.7,26.4,16.05,38.4,5.4,Running,false,429
422,136.3,96.4,21.2,13.82,38.4,7.5,Running,false,429
423,128.3,97.4,31.7,18.02,37.5,4.1,Walking,false,431
424,140.3,98.3,26.2,10.37,38.0,5.4,Running,false,433
425,136.9,98.7,34.5,15.97,38.6,5.6,Running,false,434
426,115.9,98.9,20.2,15.11,38.7,5.0,Walking,false,436
427,129.7,97.5,32.5,16.54,38.6,5.2,Walking,false,436
428,103.8,97.3,28.5,16.61,37.7,7.4,Running,false,437
429,113.4,95.5,33.6,13.53,37.9,5.5,Walking,false,437
430,135.0,96.5,23.6,16.39,38.5,6.8,Running,false,437
431,152.8,96.0,30.1,11.65,37.9,7.2,Walking,false,439
432,120.4,96.3,35.0,13.14,38.1,5.3,Walking,false,441
433,112.4,94.2,23.0,16.91,37.9,7.5,Walking,false,442
434,124.1,95.5,34.5,17.82,38.9,6.8,Running,false,444
435,112.1,97.9,26.0,13.74,38.1,4.1,Walking,false,446
436,110.1,94.2,25.0,17.61,37.6,6.9,Walking,false,448
437,135.8,97.0,29.4,18.82,38.6,4.8,Running,false,449
438,123.5,95.0,21.1,15.62,38.0,6.5,Running,false,451
439,100.2,95.0,25.2,13.39,38.3,4.9,Running,false,451
440,120.7,97.0,24.9,11.13,39.0,5.5,Running,false,452
441,121.9,96.3,32.4,10.53,37.7,7.8,Walking,false,453
442,123.0,97.7,32.6,19.13,38.8,7.2,Walking,false,454
443,136.6,96.8,34.8,19.31,37.6,4.4,Running,false,454
444,136.3,96.6,22.0,16.53,38.5,5.6,Walking,false,455
445,123.8,94.4,26.5,19.75,37.6,5.8,Walking,false,456
446,105.3,94.6,29.2,18.27,38.1,4.9,Walking,false,457
447,101.4,96.8,30.4,15.60,38.3,7.2,Walking,false,457
448,137.3,94.4,26.0,15.97,38.9,4.1,Running,false,459
449,152.0,96.6,24.5,13.11,38.9,5.3,Walking,false,460
450,114.5,96.7,32.1,14.49,38.3,6.2,Lying,true,460
451,102.0,97.1,22.4,17.82,38.1,5.3,Running,false,461
452,135.5,94.6,21.8,17.03,38.5,6.3,Running,false,462
453,141.4,95.9,33.1,18.73,37.6,6.0,Running,false,462
454,151.4,98.3,30.5,11.35,38.6,6.4,Running,false,463
455,145.9,94.7,24.3,19.60,37.8,4.4,Running,false,464
456,138.3,94.9,22.3,13.72,38.3,4.8,Running,false,466
457,105.3,95.7,24.3,13.83,38.8,6.4,Running,false,466
458,123.1,98.6,33.4,18.52,38.3,5.9,Running,false,466
459,129.7,96.6,24.9,11.05,38.4,6.2,Walking,false,468
460,102.0,98.2,28.8,12.69,38.1,7.9,Walking,false,469
461,110.9,96.9,24.1,15.92,38.7,6.4,Walking,false,470
462,118.4,95.6,33.7,19.08,38.4,7.0,Running,false,471
463,155.9,95.6,24.3,15.52,39.0,6.1,Walking,false,471
464,154.3,97.7,28.9,18.51,37.7,7.0,Walking,false,472
465,109.1,98.8,34.1,16.68,38.2,7.4,Running,false,472
466,100.2,98.2,24.9,18.31,38.4,5.5,Walking,false,473
467,137.8,97.4,30.5,14.23,38.6,5.8,Walking,false,474
468,115.3,95.6,32.5,14.70,38.9,4.1,Walking,false,476
469,152.2,96.7,21.4,13.80,37.6,5.6,Running,false,478
470,100.6,94.9,29.0,15.33,37.6,6.3,Walking,false,480
471,123.6,94.2,34.6,17.88,38.4,4.7,Running,false,481
472,158.8,94.5,28.9,19.21,38.2,6.1,Walking,false,481
473,127.4,94.8,20.2,11.17,38.3,7.4,Running,false,482
474,131.9,98.7,24.0,12.22,38.9,6.2,Running,false,484
475,108.8,98.1,20.5,16.23,37.8,6.5,Running,false,484
476,111.4,96.7,31.7,12.23,38.1,6.5,Running,false,486
477,120.5,95.0,23.9,11.02,37.7,8.0,Running,false,488
478,108.8,94.6,34.8,12.78,38.0,6.1,Walking,false,490
479,114.4,96.6,29.9,16.91,38.6,7.0,Running,false,491
480,123.5,95.6,23.1,16.76,38.4,7.2,Walking,false,493
481,147.5,94.5,22.3,10.18,37.6,5.3,Running,false,494
482,103.9,98.7,31.8,14.55,38.5,5.7,Running,false,495
483,149.3,96.8,26.6,16.22,38.8,7.3,Running,false,495
484,109.0,97.5,33.5,10.03,38.3,5.9,Running,false,497
485,110.7,94.5,26.0,12.59,38.4,6.3,Running,false,499
486,132.9,95.9,20.9,12.24,37.7,6.5,Running,false,501
487,158.7,98.8,34.3,17.89,39.0,7.4,Running,false,502
488,100.7,98.9,29.4,16.09,38.2,4.8,Running,false,504
489,136.4,97.4,24.1,14.59,39.0,6.1,Running,false,504
490,136.4,96.3,26.9,19.37,38.4,5.0,Running,false,505
491,122.2,97.5,22.4,13.41,38.4,6.4,Running,false,506
492,151.6,96.1,35.0,19.22,38.2,6.6,Walking,false,508
493,112.1,98.6,20.4,16.18,39.0,4.3,Running,false,510
494,140.4,96.9,32.9,15.57,37.9,5.0,Walking,false,510
495,114.9,97.0,28.1,18.99,37.8,4.3,Walking,false,511
496,102.7,96.1,22.7,17.37,38.5,5.7,Walking,false,511
497,102.3,98.3,29.8,12.34,38.1,4.2,Walking,false,512
498,147.6,95.2,27.2,11.73,39.0,5.8,Running,false,514
499,122.3,95.3,22.8,10.30,38.6,5.8,Running,false,516
500,119.3,95.6,21.7,19.88,38.8,5.3,Walking,false,517
501,157.4,97.3,34.0,17.08,37.9,6.8,Walking,false,517
502,153.8,98.1,20.3,18.18,37.5,4.9,Running,false,519
503,148.4,97.0,23.4,19.33,38.1,5.4,Walking,false,521
504,114.4,94.3,20.7,16.79,37.8,5.1,Running,false,521
505,130.1,97.5,28.0,10.17,38.1,6.1,Walking,false,521
506,132.4,94.2,24.1,15.42,37.6,5.1,Running,false,521
507,117.0,97.7,27.2,16.73,37.6,5.7,Walking,false,522
508,120.7,96.6,21.2,18.61,38.3,6.2,Running,false,523
509,131.7,98.4,33.0,11.46,38.9,5.2,Running,false,523
510,158.2,97.4,29.5,18.94,38.9,6.7,Walking,false,524
511,149.0,96.0,30.5,11.42,37.7,5.6,Running,false,526
512,121.5,95.7,34.2,14.49,37.8,4.4,Walking,false,527
513,118.4,97.6,28.6,19.94,38.5,6.6,Running,false,528
514,138.5,94.7,23.4,18.74,37.9,4.5,Running,false,529
515,135.4,98.5,21.9,17.70,38.9,5.4,Walking,false,531
516,136.5,96.7,26.5,15.88,38.8,7.0,Running,false,531
517,125.8,98.3,20.9,12.01,38.5,4.6,Walking,false,533
518,139.8,95.7,22.6,17.19,37.8,6.6,Walking,false,535
519,117.3,97.3,32.7,19.86,38.6,7.1,Running,false,535
520,123.2,98.2,24.3,12.54,37.7,4.9,Walking,false,535
521,117.2,96.5,27.3,15.42,38.8,6.9,Running,false,535
522,138.8,94.5,24.3,10.56,38.0,6.0,Walking,false,536
523,114.4,94.3,25.8,16.73,38.4,6.8,Walking,false,538
524,105.8,97.1,21.4,10.02,37.5,6.9,Running,false,539
525,108.7,95.6,21.8,18.93,38.4,5.6,Running,false,541
526,137.0,95.0,22.8,13.42,37.8,5.4,Walking,false,541
527,119.1,96.7,32.7,16.08,37.8,6.0,Running,false,542
528,155.7,97.6,20.9,12.81,38.3,7.3,Running,false,542
529,112.8,95.6,28.0,10.39,38.6,6.4,Running,false,544
530,133.7,98.5,34.8,17.16,38.3,4.2,Walking,false,544
531,154.8,94.4,33.6,12.38,37.5,7.3,Walking,false,546
532,144.3,94.6,21.4,16.74,38.9,7.8,Running,false,548
533,137.7,95.2,20.7,14.40,37.9,7.3,Running,false,550
534,127.4,95.3,25.1,12.55,37.7,5.1,Running,false,550
535,107.8,98.2,33.8,18.24,37.5,5.6,Walking,false,550
536,121.6,96.6,23.5,10.48,38.8,4.2,Running,false,551
537,143.3,98.1,33.2,15.25,38.0,5.8,Running,false,552
538,157.6,98.2,32.1,14.89,38.0,5.7,Running,false,553
539,100.1,97.4,26.3,19.59,38.5,6.3,Walking,false,554
540,149.8,96.0,21.2,15.52,38.5,6.1,Walking,false,554
541,106.2,94.9,34.0,18.66,38.7,7.5,Running,false,555
542,105.4,94.1,34.2,17.68,37.9,5.7,Running,false,555
543,104.8,98.2,33.6,13.61,38.3,6.6,Running,false,557
544,122.5,97.0,20.1,13.33,38.6,4.9,Walking,false,557
545,138.0,94.9,26.5,18.84,38.8,4.2,Walking,false,559
546,156.8,96.7,28.8,17.61,38.4,5.8,Running,false,561
547,150.7,94.5,32.5,12.07,37.8,4.4,Walking,false,561
548,139.3,96.1,22.8,19.80,37.6,6.9,Running,false,561
549,114.0,97.4,29.6,10.01,38.1,5.2,Running,false,561
550,127.0,96.8,29.2,15.25,38.9,6.0,Running,false,561
551,151.1,96.7,23.4,10.26,38.8,4.5,Walking,false,563
552,118.5,94.2,24.5,18.59,38.3,6.9,Walking,false,563
553,139.1,95.0,33.3,18.19,37.8,7.0,Running,false,563
554,108.7,96.0,27.6,18.96,37.8,5.7,Running,false,565
555,129.5,96.7,30.3,10.67,38.3,6.4,Walking,false,565
556,139.3,95.9,20.9,17.70,37.7,7.9,Running,false,565
557,138.8,95.7,32.8,15.08,37.6,5.7,Walking,false,567
558,126.4,98.2,22.5,13.30,37.7,7.7,Running,false,567
559,134.0,94.4,31.6,12.92,38.1,6.1,Walking,false,569
560,127.5,97.2,33.7,16.27,38.8,4.8,Running,false,569
561,155.7,96.9,21.5,14.03,38.9,6.6,Walking,false,569
562,155.8,95.7,31.7,16.05,38.9,4.0,Running,false,569
563,100.2,97.8,24.2,10.22,37.8,6.8,Walking,false,570
564,103.6,97.8,22.8,13.66,38.4,7.4,Walking,false,571
565,106.2,94.4,20.9,10.65,37.6,7.6,Walking,false,572
566,149.0,94.4,23.9,13.67,38.5,4.2,Running,false,573
567,107.8,96.6,20.5,17.87,38.0,5.9,Running,false,573
568,142.3,97.0,33.5,17.38,38.1,5.2,Walking,false,573
569,126.9,97.1,22.1,13.31,38.0,6.5,Running,false,573
570,115.5,98.6,32.2,18.71,39.0,4.6,Running,false,575
571,147.6,95.6,34.6,10.14,38.6,6.8,Running,false,577
572,107.9,96.6,31.6,10.76,38.3,6.9,Running,false,577
573,159.9,98.8,24.5,12.87,38.1,7.2,Running,false,578
574,145.7,94.8,20.6,19.52,39.0,5.1,Running,false,578
575,131.8,94.2,21.6,15.10,38.5,6.2,Walking,false,579
576,157.3,95.8,26.3,17.84,38.0,4.7,Running,false,579
577,132.4,98.7,34.9,17.07,37.8,5.1,Walking,false,581
578,112.4,97.2,21.4,15.05,38.0,5.9,Walking,false,583
579,129.2,98.9,34.4,18.54,37.5,6.6,Walking,false,583
580,101.1,98.6,24.9,16.33,38.1,7.8,Running,false,583
581,100.4,96.0,34.4,13.60,38.4,4.0,Walking,false,583
582,100.5,95.3,25.5,18.82,38.2,7.5,Walking,false,583
583,151.2,98.7,21.7,18.11,38.7,7.3,Walking,false,583
584,107.4,94.1,24.3,10.20,38.1,4.9,Walking,false,583
585,131.7,98.9,28.7,15.01,38.3,7.2,Walking,false,584
586,140.4,95.7,31.2,10.01,37.9,6.0,Walking,false,586
587,153.4,95.3,32.8,12.75,38.8,7.2,Walking,false,586
588,110.1,96.3,29.0,12.32,38.5,4.2,Walking,false,586
589,102.6,96.5,26.2,15.37,37.8,5.0,Running,false,588
590,124.0,95.4,20.1,17.12,37.9,4.8,Running,false,588
591,146.4,97.5,20.2,11.53,37.6,6.3,Walking,false,590
592,117.9,94.2,30.3,18.50,37.7,7.4,Walking,false,592
593,155.6,99.0,20.2,16.81,38.3,6.4,Running,false,594
594,132.0,96.8,27.5,14.54,38.8,6.6,Walking,false,595
595,122.7,96.3,21.3,12.52,38.2,6.1,Walking,false,595
596,157.7,96.5,22.0,11.16,38.1,7.2,Running,false,595
597,158.8,97.9,23.5,19.52,38.2,6.3,Walking,false,597
598,156.5,94.8,34.8,18.00,38.9,4.9,Walking,false,598
599,128.3,95.0,20.1,12.78,38.9,4.9,Walking,false,598
